,year,month,day,hour,万寿西宫,万柳,东四,东四环,东高村,丰台花园,云岗,亦庄,农展馆,前门,北部新区,南三环,古城,大兴,天坛,奥体中心,官园,平谷,永定门内,琉璃河,西直门北,通州,门头沟,顺义
41,2018,1,2,17,0.3,0.2,0.7,0.1,0.3,0.3,0.2,0.3,0.3,0.4,0.2,0.5,0.4,0.9,0.4,0.4,0.3,0.6,0.4,1.3,0.5,0.5,0.3,0.3
42,2018,1,2,18,0.3,0.3,0.7,0.2,0.4,0.4,0.2,0.3,0.3,0.4,0.3,0.6,0.4,0.9,0.4,0.4,0.4,0.7,0.4,1.8,0.6,0.5,0.3,0.4
43,2018,1,2,19,0.4,0.4,0.7,0.4,0.5,0.5,0.2,0.3,0.4,0.4,0.3,0.5,0.5,1.0,0.4,0.5,0.5,1.1,0.4,2.0,0.6,0.6,0.3,0.7
44,2018,1,2,20,0.4,0.4,0.7,0.4,0.6,0.4,0.2,0.3,0.3,0.4,0.2,0.5,0.4,1.0,0.4,0.4,0.5,0.8,0.5,2.2,0.5,0.5,0.3,0.6
45,2018,1,2,21,0.3,0.3,0.6,0.3,0.4,0.3,0.3,0.3,0.2,0.3,0.1,0.5,0.4,1.0,0.3,0.3,0.3,0.6,0.4,2.7,0.4,0.4,0.4,0.5
46,2018,1,2,22,0.3,0.3,0.6,0.2,0.3,0.3,0.3,0.2,0.3,0.3,0.2,0.4,0.3,0.9,0.3,0.3,0.3,0.6,0.4,2.9,0.4,0.3,0.3,0.3
47,2018,1,2,23,0.3,0.3,0.6,0.2,0.2,0.3,0.3,0.2,0.3,0.3,0.2,0.4,0.3,0.9,0.2,0.3,0.3,0.6,0.3,3.6,0.4,0.3,0.3,0.2
48,2018,1,3,0,0.3,0.3,0.6,0.2,0.2,0.3,0.3,0.2,0.3,0.2,0.2,0.4,0.4,0.8,0.2,0.3,0.2,0.7,0.3,3.6,0.3,0.4,0.3,0.3
49,2018,1,3,1,0.3,0.4,0.6,0.1,0.2,0.3,0.3,0.2,0.3,0.2,0.2,0.3,0.3,0.8,0.2,0.3,0.3,0.7,0.3,3.6,0.4,0.3,0.3,0.3
50,2018,1,3,2,0.3,0.4,0.6,0.1,0.2,0.3,0.3,0.2,0.3,0.3,0.3,0.4,0.3,0.8,0.3,0.4,0.3,0.7,0.3,3.6,0.4,0.3,0.2,0.3
