,Hour,Day,Month,Year,AQI,PM10,PM2.5,CO,NO2,O3,SO2,prec,lrad,shum,pres,temp,wind,srad
4617,2,16,7,2018,73.0,53.0,53.0,0.7,57.0,30.0,2.0,50.004868755340574,793.1875,0.02500001878499985,260052.0,276.1325,60.001947998046866,718.5625
4618,3,16,7,2018,79.0,60.0,58.0,0.7,50.0,38.0,2.0,50.00034375190735,796.1875,0.02500001944800094,259940.0,276.15190002441403,60.00265599822998,749.875
4619,4,16,7,2018,33.0,45.66666666666666,12.0,0.5,10.0,105.0,2.0,50.00034375190735,796.1875,0.02500001944800094,259940.0,276.15190002441403,60.00265599822998,749.875
4620,5,16,7,2018,30.0,31.33333333333333,14.0,0.5,15.0,96.0,2.0,50.00034375190735,796.1875,0.02500001944800094,259940.0,276.15190002441403,60.00265599822998,749.875
4621,6,16,7,2018,25.0,17.0,11.0,0.6,23.0,80.0,2.0,50.001975002288816,796.1875,0.025000019863000145,259936.0,276.1557000732421,60.003967994689944,759.0
4622,7,16,7,2018,18.0,13.0,10.0,0.7,31.0,59.0,2.0,50.001975002288816,796.1875,0.025000019863000145,259936.0,276.1557000732421,60.003967994689944,759.0
4623,8,16,7,2018,21.0,21.0,13.0,0.8,41.0,46.0,2.0,50.001975002288816,796.1875,0.025000019863000145,259936.0,276.1557000732421,60.003967994689944,759.0
4624,9,16,7,2018,24.0,19.727272727272727,17.0,0.9,45.0,42.0,2.0,50.02220624923706,790.9375,0.025000017078001053,259852.0,276.11289978027344,60.002935997009274,707.5625
4625,10,16,7,2018,26.0,18.454545454545453,18.0,0.9,50.0,40.0,2.0,50.02220624923706,790.9375,0.025000017078001053,259852.0,276.11289978027344,60.002935997009274,707.5625
4626,11,16,7,2018,26.0,17.18181818181818,18.0,0.9,45.0,44.0,2.0,50.02220624923706,790.9375,0.025000017078001053,259852.0,276.11289978027344,60.002935997009274,707.5625
4627,12,16,7,2018,37.0,15.90909090909091,26.0,0.9,48.0,39.0,2.0,50.00781875610353,789.125,0.025000016830999405,260192.0,276.1072998046875,60.0075239944458,685.25
4628,13,16,7,2018,47.0,14.636363636363635,33.0,1.0,45.0,45.0,2.0,50.00781875610353,789.125,0.025000016830999405,260192.0,276.1072998046875,60.0075239944458,685.25
4629,14,16,7,2018,53.0,13.363636363636365,37.0,0.9,41.0,56.0,2.0,50.00781875610353,789.125,0.025000016830999405,260192.0,276.1072998046875,60.0075239944458,685.25
4630,15,16,7,2018,59.0,12.090909090909092,42.0,0.8,37.0,61.0,2.0,50.0,789.5625,0.025000017264999445,260268.0,276.10949981689447,60.00317199707031,685.0
4631,16,16,7,2018,73.0,10.818181818181818,53.0,0.8,31.0,63.0,2.0,50.0,789.5625,0.025000017264999445,260268.0,276.10949981689447,60.00317199707031,685.0
4632,17,16,7,2018,51.0,9.545454545454543,36.0,0.7,32.0,54.0,2.0,50.0,789.5625,0.025000017264999445,260268.0,276.10949981689447,60.00317199707031,685.0
4633,18,16,7,2018,40.0,8.272727272727273,28.0,0.8,33.0,59.0,2.0,50.0,789.625,0.025000017170000825,260312.0,276.11,60.00305599212646,685.0
4634,19,16,7,2018,27.0,7.0,22.5,0.6,15.0,85.0,2.0,50.0,789.625,0.025000017170000825,260312.0,276.11,60.00305599212646,685.0
4635,20,16,7,2018,23.0,6.0,17.0,0.5,19.0,74.0,2.0,50.0,789.625,0.025000017170000825,260312.0,276.11,60.00305599212646,685.0
4636,21,16,7,2018,19.0,6.0,11.5,0.6,25.0,60.0,2.0,50.0,789.5,0.025000016915000967,260320.0,276.10989990234367,60.00117199707032,685.4375
4637,22,16,7,2018,16.0,6.0,6.0,0.6,29.0,52.0,2.0,50.0,789.5,0.025000016915000967,260320.0,276.10989990234367,60.00117199707032,685.4375
4638,0,17,7,2018,23.0,6.0,16.0,0.5,24.0,47.0,2.0,50.00465624809265,792.8125,0.02500001807700097,260324.0,276.1213998413086,60.00170799255371,706.6875
4639,1,17,7,2018,24.0,6.0,17.0,0.5,21.0,47.0,2.0,50.00465624809265,792.8125,0.02500001807700097,260324.0,276.1213998413086,60.00170799255371,706.6875
4640,2,17,7,2018,26.0,6.0,18.0,0.5,17.0,40.0,41.0,50.00465624809265,792.8125,0.02500001807700097,260324.0,276.1213998413086,60.00170799255371,706.6875
4641,3,17,7,2018,23.0,6.0,16.0,0.4,22.0,21.0,3.0,50.007418756485,790.75,0.02500001765600033,260192.0,276.11579986572264,60.00284799194336,742.625
4642,4,17,7,2018,29.0,6.0,20.0,0.4,26.0,35.0,2.0,50.007418756485,790.75,0.02500001765600033,260192.0,276.11579986572264,60.00284799194336,742.625
4643,5,17,7,2018,27.0,6.0,19.0,0.5,21.0,30.0,2.0,50.007418756485,790.75,0.02500001765600033,260192.0,276.11579986572264,60.00284799194336,742.625
4644,6,17,7,2018,37.0,6.0,26.0,0.6,22.0,30.0,2.0,50.00070625305176,793.4375,0.0250000184950009,260088.0,276.12179992675783,60.00351599121094,716.5625
4645,7,17,7,2018,14.0,6.0,22.66666666666667,0.6,21.0,44.0,2.0,50.00070625305176,793.4375,0.0250000184950009,260088.0,276.12179992675783,60.00351599121094,716.5625
4646,8,17,7,2018,19.0,6.0,19.33333333333333,0.7,20.0,61.0,2.0,50.00070625305176,793.4375,0.0250000184950009,260088.0,276.12179992675783,60.00351599121094,716.5625
4647,9,17,7,2018,18.0,6.0,16.0,0.8,35.0,46.0,2.0,50.004662504196176,792.9375,0.02500001798400097,260016.0,276.1222998046875,60.00179599761963,704.0
4648,10,17,7,2018,26.0,16.0,12.666666666666664,0.8,52.0,40.0,2.0,50.004662504196176,792.9375,0.02500001798400097,260016.0,276.1222998046875,60.00179599761963,704.0
4649,11,17,7,2018,22.0,22.0,9.333333333333332,0.8,38.0,45.0,2.0,50.004662504196176,792.9375,0.02500001798400097,260016.0,276.1222998046875,60.00179599761963,704.0
4650,12,17,7,2018,20.0,8.0,6.0,0.6,23.0,65.0,2.0,50.01159999847412,793.25,0.025000018445000053,259720.0,276.12529998779297,60.00331999206543,685.25
4651,13,17,7,2018,26.0,6.0,7.0,0.7,16.0,82.0,2.0,50.01159999847412,793.25,0.025000018445000053,259720.0,276.12529998779297,60.00331999206543,685.25
4652,14,17,7,2018,27.0,8.0,8.0,0.6,18.0,87.0,2.0,50.01159999847412,793.25,0.025000018445000053,259720.0,276.12529998779297,60.00331999206543,685.25
4653,15,17,7,2018,24.0,66.33333333333334,9.0,0.6,21.0,78.0,2.0,50.001812505722036,792.375,0.025000018100999298,260008.0,276.1194998168945,60.00272399139404,685.0
4654,16,17,7,2018,23.0,124.66666666666669,15.0,0.5,21.0,72.0,2.0,50.001812505722036,792.375,0.025000018100999298,260008.0,276.1194998168945,60.00272399139404,685.0
4655,17,17,7,2018,117.0,183.0,20.0,0.6,30.0,57.0,2.0,50.001812505722036,792.375,0.025000018100999298,260008.0,276.1194998168945,60.00272399139404,685.0
4656,18,17,7,2018,199.0,347.0,22.0,0.8,38.0,54.0,2.0,50.000331249237064,792.3125,0.02500001809100062,260056.0,276.1191000366211,60.0024279937744,685.0
4657,19,17,7,2018,89.0,128.0,26.0,0.8,48.0,39.0,2.0,50.000331249237064,792.3125,0.02500001809100062,260056.0,276.1191000366211,60.0024279937744,685.0
4658,20,17,7,2018,44.0,130.32142857142858,31.0,0.9,57.0,12.0,2.0,50.000331249237064,792.3125,0.02500001809100062,260056.0,276.1191000366211,60.0024279937744,685.0
4659,21,17,7,2018,51.0,132.64285714285714,36.0,0.8,48.0,17.0,2.0,50.00069375038147,791.625,0.02500001693899929,260204.0,276.1155999755859,60.00210799407959,685.4375
4660,22,17,7,2018,53.0,134.96428571428572,37.0,0.8,57.0,10.0,2.0,50.00069375038147,791.625,0.02500001693899929,260204.0,276.1155999755859,60.00210799407959,685.4375
4661,23,17,7,2018,58.0,137.28571428571428,41.0,0.8,53.0,12.0,2.0,50.00069375038147,791.625,0.02500001693899929,260204.0,276.1155999755859,60.00210799407959,685.4375
4662,0,18,7,2018,56.0,139.60714285714286,40.0,0.8,53.0,5.0,2.0,50.00068750381471,791.3125,0.025000017851000655,260296.0,276.12489990234366,60.001955993652345,723.25
4663,1,18,7,2018,56.0,141.92857142857144,40.0,0.7,47.0,9.0,2.0,50.00068750381471,791.3125,0.025000017851000655,260296.0,276.12489990234366,60.001955993652345,723.25
4664,2,18,7,2018,64.0,144.25,46.0,0.8,42.0,8.0,2.0,50.00068750381471,791.3125,0.025000017851000655,260296.0,276.12489990234366,60.001955993652345,723.25
4665,3,18,7,2018,66.0,146.57142857142858,48.0,0.7,23.0,24.0,2.0,50.00005000114441,796.0,0.025000018656000496,260096.0,276.1572998046874,60.004603996276856,763.375
4666,4,18,7,2018,91.0,148.89285714285714,68.0,0.8,23.0,25.0,2.0,50.00005000114441,796.0,0.025000018656000496,260096.0,276.1572998046874,60.004603996276856,763.375
4667,5,18,7,2018,91.0,151.21428571428572,68.0,0.9,27.0,8.0,2.0,50.00005000114441,796.0,0.025000018656000496,260096.0,276.1572998046874,60.004603996276856,763.375
4668,6,18,7,2018,85.0,153.53571428571428,63.0,0.9,19.0,22.0,2.0,50.00005000114441,797.8125,0.02500001968600041,260052.0,276.1691998291016,60.003455993652345,765.125
4669,7,18,7,2018,84.0,155.85714285714286,62.0,0.9,19.0,33.0,2.0,50.00005000114441,797.8125,0.02500001968600041,260052.0,276.1691998291016,60.003455993652345,765.125
4670,8,18,7,2018,81.0,158.17857142857144,60.0,1.0,26.0,32.0,2.0,50.00005000114441,797.8125,0.02500001968600041,260052.0,276.1691998291016,60.003455993652345,765.125
4671,9,18,7,2018,79.0,160.5,58.0,0.9,25.0,36.0,2.0,50.0,799.5625,0.025000020312000062,260048.0,276.17549987792967,60.00461199188232,718.75
4672,10,18,7,2018,83.0,162.82142857142858,61.0,0.9,19.0,60.0,2.0,50.0,799.5625,0.025000020312000062,260048.0,276.17549987792967,60.00461199188232,718.75
4673,11,18,7,2018,89.0,165.14285714285714,66.0,1.0,24.0,99.0,2.0,50.0,799.5625,0.025000020312000062,260048.0,276.17549987792967,60.00461199188232,718.75
4674,12,18,7,2018,103.0,167.46428571428572,77.0,1.1,23.0,115.0,2.0,50.00025625228882,796.8125,0.02500002108800039,260184.0,276.1573999023437,60.00323999786377,685.25
4675,13,18,7,2018,106.0,169.78571428571428,80.0,1.1,22.0,134.0,2.0,50.00025625228882,796.8125,0.02500002108800039,260184.0,276.1573999023437,60.00323999786377,685.25
4676,14,18,7,2018,123.0,172.10714285714286,93.0,1.2,29.0,149.0,2.0,50.00025625228882,796.8125,0.02500002108800039,260184.0,276.1573999023437,60.00323999786377,685.25
4677,15,18,7,2018,143.0,174.42857142857144,109.0,1.3,31.0,150.0,2.0,50.0,790.4375,0.0250000175470002,260288.0,276.1197998046875,60.00161999511719,685.0
4678,16,18,7,2018,149.0,176.75,114.0,1.4,32.0,154.0,2.0,50.0,790.4375,0.0250000175470002,260288.0,276.1197998046875,60.00161999511719,685.0
4679,17,18,7,2018,163.0,179.0714285714286,124.0,1.5,40.0,123.0,2.0,50.0,790.4375,0.0250000175470002,260288.0,276.1197998046875,60.00161999511719,685.0
4680,18,18,7,2018,173.0,181.39285714285717,131.0,1.6,43.0,144.0,2.0,50.0,791.25,0.025000018353000284,260332.0,276.12389984130857,60.00271599578858,685.0
4681,19,18,7,2018,179.0,183.7142857142857,135.0,1.6,44.0,146.0,2.0,50.0,791.25,0.025000018353000284,260332.0,276.12389984130857,60.00271599578858,685.0
4682,20,18,7,2018,179.0,186.03571428571428,135.0,1.6,43.0,135.0,2.0,50.0,791.25,0.025000018353000284,260332.0,276.12389984130857,60.00271599578858,685.0
4683,21,18,7,2018,187.0,188.35714285714286,141.0,1.6,36.0,113.0,2.0,50.0,790.625,0.02500001781100035,260552.0,276.12079986572263,60.00186799621582,685.4375
4684,22,18,7,2018,199.0,190.67857142857144,149.0,1.6,34.0,90.0,2.0,50.0,790.625,0.02500001781100035,260552.0,276.12079986572263,60.00186799621582,685.4375
4685,23,18,7,2018,191.0,193.0,144.0,1.6,34.0,70.0,2.0,50.0,790.625,0.02500001781100035,260552.0,276.12079986572263,60.00186799621582,685.4375
4686,0,19,7,2018,180.0,189.26666666666668,136.0,1.6,49.0,35.0,2.0,50.00534999847413,796.4375,0.02500001908400096,260320.0,276.14479980468747,60.001083992004396,707.5
4687,1,19,7,2018,181.0,185.53333333333333,137.0,1.6,51.0,19.0,2.0,50.00534999847413,796.4375,0.02500001908400096,260320.0,276.14479980468747,60.001083992004396,707.5
4688,2,19,7,2018,148.0,181.8,113.0,1.3,51.0,20.0,15.0,50.00534999847413,796.4375,0.02500001908400096,260320.0,276.14479980468747,60.001083992004396,707.5
4689,3,19,7,2018,110.0,178.06666666666663,83.0,0.6,62.0,14.0,3.0,50.00377500534058,793.25,0.025000019485000517,260092.0,276.1483999633789,60.00261599731445,789.375
4690,4,19,7,2018,121.0,174.33333333333337,92.0,0.6,59.0,31.0,2.0,50.00377500534058,793.25,0.025000019485000517,260092.0,276.1483999633789,60.00261599731445,789.375
4691,5,19,7,2018,120.0,170.6,91.0,1.0,50.0,21.0,2.0,50.00377500534058,793.25,0.025000019485000517,260092.0,276.1483999633789,60.00261599731445,789.375
4692,6,19,7,2018,123.0,166.86666666666667,93.0,1.0,58.0,8.0,2.0,50.0,799.875,0.02500002078399994,259940.0,276.19579986572256,60.005063995361326,801.75
4693,7,19,7,2018,101.0,163.13333333333333,76.0,0.9,57.0,11.0,2.0,50.0,799.875,0.02500002078399994,259940.0,276.19579986572256,60.005063995361326,801.75
4694,8,19,7,2018,98.0,159.4,73.0,0.9,46.0,28.0,2.0,50.0,799.875,0.02500002078399994,259940.0,276.19579986572256,60.005063995361326,801.75
4695,9,19,7,2018,79.0,155.66666666666666,58.0,0.8,41.0,55.0,2.0,50.00161250114441,797.5,0.025000020329000432,259872.0,276.1608999633789,60.003527992248536,717.1875
4696,10,19,7,2018,89.0,151.93333333333334,66.0,1.0,49.0,34.0,2.0,50.00161250114441,797.5,0.025000020329000432,259872.0,276.1608999633789,60.003527992248536,717.1875
4697,11,19,7,2018,88.0,148.2,65.0,1.0,46.0,51.0,2.0,50.00161250114441,797.5,0.025000020329000432,259872.0,276.1608999633789,60.003527992248536,717.1875
4698,12,19,7,2018,95.0,144.46666666666667,71.0,1.1,47.0,41.0,2.0,50.00168125152588,796.3125,0.025000020796999336,259932.0,276.1607000732421,60.00429599761963,685.25
4699,13,19,7,2018,100.0,140.73333333333335,75.0,1.0,36.0,77.0,2.0,50.00168125152588,796.3125,0.025000020796999336,259932.0,276.1607000732421,60.00429599761963,685.25
4700,14,19,7,2018,150.0,137.0,115.0,1.0,30.0,219.0,2.0,50.00168125152588,796.3125,0.025000020796999336,259932.0,276.1607000732421,60.00429599761963,685.25
4701,15,19,7,2018,187.0,135.56,141.0,1.1,30.0,219.0,2.0,50.01952500343323,796.5625,0.025000021069999784,260040.0,276.161600036621,60.00207599639893,685.0
4702,16,19,7,2018,164.0,134.12,125.0,0.9,23.0,247.0,2.0,50.01952500343323,796.5625,0.025000021069999784,260040.0,276.161600036621,60.00207599639893,685.0
4703,17,19,7,2018,109.0,132.68,82.0,0.7,17.0,162.0,2.0,50.01952500343323,796.5625,0.025000021069999784,260040.0,276.161600036621,60.00207599639893,685.0
4704,18,19,7,2018,46.0,131.24,32.0,0.6,18.0,113.0,2.0,50.0,795.625,0.02500002050200105,259824.0,276.156600036621,60.000103996276856,685.0
4705,19,19,7,2018,58.0,129.8,41.0,0.8,30.0,101.0,2.0,50.0,795.625,0.02500002050200105,259824.0,276.156600036621,60.000103996276856,685.0
4706,20,19,7,2018,85.0,128.36,63.0,0.8333333333333334,29.0,83.0,2.0,50.0,795.625,0.02500002050200105,259824.0,276.156600036621,60.000103996276856,685.0
4707,21,19,7,2018,81.0,126.92,60.0,0.8666666666666667,31.0,65.0,191.0,50.0,793.3125,0.025000019915999847,259844.0,276.14169982910147,60.00193599700928,685.4375
4708,22,19,7,2018,116.0,125.48,88.0,0.9,28.5,47.0,2.0,50.0,793.3125,0.025000019915999847,259844.0,276.14169982910147,60.00193599700928,685.4375
4709,23,19,7,2018,136.0,124.04,104.0,0.9,26.0,59.0,2.0,50.0,793.3125,0.025000019915999847,259844.0,276.14169982910147,60.00193599700928,685.4375
4710,0,20,7,2018,160.0,122.6,122.0,1.0,38.0,40.0,2.0,50.00163125038147,794.375,0.025000019998000937,259960.0,276.16019989013665,60.00374799346924,747.0625
4711,1,20,7,2018,205.0,121.16,155.0,1.0,25.0,59.0,2.0,50.00163125038147,794.375,0.025000019998000937,259960.0,276.16019989013665,60.00374799346924,747.0625
4712,2,20,7,2018,201.0,119.72,151.0,1.0,26.0,43.0,2.0,50.00163125038147,794.375,0.025000019998000937,259960.0,276.16019989013665,60.00374799346924,747.0625
4713,3,20,7,2018,176.0,118.28,133.0,0.9,44.0,15.0,2.0,50.0,798.375,0.025000020870000125,259840.0,276.1911999511718,60.00497199249268,819.125
4714,4,20,7,2018,133.0,116.84,101.0,0.8,29.0,48.0,2.0,50.0,798.375,0.025000020870000125,259840.0,276.1911999511718,60.00497199249268,819.125
4715,5,20,7,2018,135.0,115.4,103.0,0.8,22.0,56.0,3.0,50.0,798.375,0.025000020870000125,259840.0,276.1911999511718,60.00497199249268,819.125
4716,6,20,7,2018,143.0,113.96,109.0,0.9,23.0,47.0,2.0,50.0,802.5,0.02500002131699957,259548.0,276.20769989013667,60.00353199768068,791.75
4717,7,20,7,2018,138.0,112.52,105.0,1.0,26.0,56.0,2.0,50.0,802.5,0.02500002131699957,259548.0,276.20769989013667,60.00353199768068,791.75
4718,8,20,7,2018,140.0,111.08,107.0,0.9,28.0,43.0,2.0,50.0,802.5,0.02500002131699957,259548.0,276.20769989013667,60.00353199768068,791.75
4719,9,20,7,2018,136.0,109.64,104.0,0.9,25.0,63.0,2.0,50.0,799.8125,0.025000020325001333,259612.0,276.2069998168945,60.00598799133301,753.5
4720,10,20,7,2018,118.0,108.2,89.0,0.7,16.0,103.0,2.0,50.0,799.8125,0.025000020325001333,259612.0,276.2069998168945,60.00598799133301,753.5
4721,11,20,7,2018,108.0,106.76,81.0,0.6,13.0,137.0,2.0,50.0,799.8125,0.025000020325001333,259612.0,276.2069998168945,60.00598799133301,753.5
4722,12,20,7,2018,113.0,105.32,85.0,0.6,14.0,142.0,2.0,50.0000625038147,799.6875,0.025000020772000774,259748.0,276.195599975586,60.002251991271976,685.3125
4723,13,20,7,2018,128.0,103.88,97.0,0.6,12.0,168.0,2.0,50.0000625038147,799.6875,0.025000020772000774,259748.0,276.195599975586,60.002251991271976,685.3125
4724,14,20,7,2018,130.0,102.44,99.0,0.8,11.0,196.0,2.0,50.0000625038147,799.6875,0.025000020772000774,259748.0,276.195599975586,60.002251991271976,685.3125
4725,15,20,7,2018,118.0,101.0,89.0,0.8,10.0,211.0,2.0,50.0,797.125,0.025000020880000667,259916.0,276.17779998779287,60.00543599700928,685.0
4726,16,20,7,2018,105.0,81.0,79.0,0.7,9.0,193.0,2.0,50.0,797.125,0.025000020880000667,259916.0,276.17779998779287,60.00543599700928,685.0
4727,17,20,7,2018,94.0,79.0,70.0,0.7,10.0,194.0,2.0,50.0,797.125,0.025000020880000667,259916.0,276.17779998779287,60.00543599700928,685.0
4728,18,20,7,2018,94.0,77.0,67.0,0.7,10.0,195.0,2.0,50.0,794.625,0.02500001979900152,259764.0,276.16359985351556,60.0002439956665,685.0
4729,19,20,7,2018,98.0,85.0,73.0,0.7,13.0,194.0,2.0,50.0,794.625,0.02500001979900152,259764.0,276.16359985351556,60.0002439956665,685.0
4730,20,20,7,2018,110.0,97.0,83.0,0.8,18.0,170.0,2.0,50.0,794.625,0.02500001979900152,259764.0,276.16359985351556,60.0002439956665,685.0
4731,21,20,7,2018,111.0,105.0,84.0,0.8,21.0,145.0,2.0,50.00006875038147,793.6875,0.025000019832000137,259868.0,276.1567999267578,60.00213199615479,685.4375
4732,22,20,7,2018,115.0,104.0,87.0,0.9,25.0,107.0,2.0,50.00006875038147,793.6875,0.025000019832000137,259868.0,276.1567999267578,60.00213199615479,685.4375
4733,0,21,7,2018,83.0,73.0,61.0,0.5,23.0,71.0,2.0,50.0000625038147,793.4375,0.02500002080200054,259984.0,276.17880004882807,60.00401199340821,784.0
4734,1,21,7,2018,73.0,65.0,53.0,0.5,22.0,72.0,2.0,50.0000625038147,793.4375,0.02500002080200054,259984.0,276.17880004882807,60.00401199340821,784.0
4735,2,21,7,2018,76.0,64.0,56.0,0.5,30.0,44.0,2.0,50.0000625038147,793.4375,0.02500002080200054,259984.0,276.17880004882807,60.00401199340821,784.0
4736,3,21,7,2018,78.0,64.0,57.0,0.4,47.0,16.0,2.0,50.00007500648498,796.5625,0.02500002033399977,260064.0,276.20119995117193,60.00269999694825,869.5625
4737,4,21,7,2018,86.0,72.0,64.0,0.3,47.0,34.0,2.0,50.00007500648498,796.5625,0.02500002033399977,260064.0,276.20119995117193,60.00269999694825,869.5625
4738,5,21,7,2018,101.0,72.85714285714286,76.0,0.6,30.0,52.0,2.0,50.00007500648498,796.5625,0.02500002033399977,260064.0,276.20119995117193,60.00269999694825,869.5625
4739,6,21,7,2018,113.0,73.71428571428571,85.0,0.6,23.0,62.0,2.0,50.0,799.25,0.025000020803000768,260044.0,276.2102999877929,60.00658799743653,846.75
4740,7,21,7,2018,115.0,74.57142857142857,87.0,0.7,22.0,64.0,2.0,50.0,799.25,0.025000020803000768,260044.0,276.2102999877929,60.00658799743653,846.75
4741,8,21,7,2018,123.0,75.42857142857143,93.0,0.8,24.0,69.0,2.0,50.0,799.25,0.025000020803000768,260044.0,276.2102999877929,60.00658799743653,846.75
4742,9,21,7,2018,129.0,76.28571428571429,98.0,0.8,21.0,92.0,2.0,50.00338125228882,797.8125,0.02500002112800069,259936.0,276.19759979248045,60.00654399108887,761.3125
4743,10,21,7,2018,111.0,77.14285714285714,84.0,0.7,19.0,124.0,2.0,50.00338125228882,797.8125,0.02500002112800069,259936.0,276.19759979248045,60.00654399108887,761.3125
4744,11,21,7,2018,103.0,78.0,77.0,0.6,16.0,154.0,2.0,50.00338125228882,797.8125,0.02500002112800069,259936.0,276.19759979248045,60.00654399108887,761.3125
4745,12,21,7,2018,95.0,77.0,71.0,0.6,13.0,186.0,2.0,50.003393754959106,795.875,0.025000022036999463,260092.0,276.18380004882806,60.00185199737549,685.25
4746,13,21,7,2018,109.0,84.0,82.0,0.9,10.0,198.0,2.0,50.003393754959106,795.875,0.025000022036999463,260092.0,276.18380004882806,60.00185199737549,685.25
4747,14,21,7,2018,116.0,90.0,88.0,0.8,9.0,206.0,2.0,50.003393754959106,795.875,0.025000022036999463,260092.0,276.18380004882806,60.00185199737549,685.25
4748,15,21,7,2018,116.0,95.0,88.0,0.8,10.0,216.0,2.0,50.0,792.5,0.02500002088800073,260300.0,276.164700012207,60.00264399719238,685.0
4749,16,21,7,2018,108.0,92.0,81.0,0.8,11.0,212.0,2.0,50.0,792.5,0.02500002088800073,260300.0,276.164700012207,60.00264399719238,685.0
4750,17,21,7,2018,104.0,89.0,76.0,0.8,10.0,208.0,2.0,50.0,792.5,0.02500002088800073,260300.0,276.164700012207,60.00264399719238,685.0
4751,18,21,7,2018,104.0,90.0,78.0,0.8,12.0,180.0,2.0,50.0,791.5,0.025000020698999988,260404.0,276.1582000732421,60.00145599365234,685.0
4752,19,21,7,2018,110.0,96.0,83.0,0.8,15.0,194.0,2.0,50.0,791.5,0.025000020698999988,260404.0,276.1582000732421,60.00145599365234,685.0
4753,20,21,7,2018,111.0,94.0,84.0,0.8,16.0,178.0,2.0,50.0,791.5,0.025000020698999988,260404.0,276.1582000732421,60.00145599365234,685.0
4754,21,21,7,2018,63.0,60.0,45.0,0.7,31.0,83.0,2.0,50.0,788.75,0.025000019790001216,260600.0,276.1419998168945,60.003167991638186,685.4375
4755,22,21,7,2018,61.0,53.0,44.0,0.6,23.0,83.0,2.0,50.0,788.75,0.025000019790001216,260600.0,276.1419998168945,60.003167991638186,685.4375
4756,23,21,7,2018,55.0,46.0,39.0,0.6,28.0,70.0,2.0,50.0,788.75,0.025000019790001216,260600.0,276.1419998168945,60.003167991638186,685.4375
4757,0,22,7,2018,58.0,51.0,41.0,0.6,24.0,77.0,2.0,50.00050000190735,789.625,0.025000018931999803,260812.0,276.1378997802734,60.00529999542236,754.9375
4758,1,22,7,2018,64.0,62.0,46.0,0.7,35.0,45.0,2.0,50.00050000190735,789.625,0.025000018931999803,260812.0,276.1378997802734,60.00529999542236,754.9375
4759,2,22,7,2018,70.0,58.0,51.0,0.6,37.0,36.0,2.0,50.00050000190735,789.625,0.025000018931999803,260812.0,276.1378997802734,60.00529999542236,754.9375
4760,3,22,7,2018,73.0,54.0,53.0,0.6,42.0,23.0,2.0,50.009575004577634,793.75,0.02500001906100102,260644.0,276.1528997802734,60.0035239944458,789.9375
4761,4,22,7,2018,79.0,51.07692307692307,58.0,0.6,28.0,45.0,2.0,50.009575004577634,793.75,0.02500001906100102,260644.0,276.1528997802734,60.0035239944458,789.9375
4762,5,22,7,2018,104.0,48.153846153846146,78.0,0.6,19.0,53.0,2.0,50.009575004577634,793.75,0.02500001906100102,260644.0,276.1528997802734,60.0035239944458,789.9375
4763,6,22,7,2018,138.0,45.230769230769226,105.0,0.7,20.0,48.0,2.0,50.00031875610353,797.625,0.02500001774499938,260640.0,276.1894000244141,60.00219199371338,802.0625
4764,7,22,7,2018,139.0,42.307692307692314,106.0,0.8,20.0,43.0,2.0,50.00031875610353,797.625,0.02500001774499938,260640.0,276.1894000244141,60.00219199371338,802.0625
4765,8,22,7,2018,146.0,39.384615384615394,112.0,1.0,22.0,33.0,2.0,50.00031875610353,797.625,0.02500001774499938,260640.0,276.1894000244141,60.00219199371338,802.0625
4766,9,22,7,2018,135.0,36.46153846153847,103.0,1.2,32.0,29.0,2.0,50.00049375534058,796.0625,0.025000015785001217,260432.0,276.1764999389648,60.00345999145508,734.0
4767,10,22,7,2018,109.0,33.53846153846154,82.0,1.0,19.0,59.0,2.0,50.00049375534058,796.0625,0.025000015785001217,260432.0,276.1764999389648,60.00345999145508,734.0
4768,11,22,7,2018,30.0,30.615384615384613,21.0,0.5,17.0,83.0,2.0,50.00049375534058,796.0625,0.025000015785001217,260432.0,276.1764999389648,60.00345999145508,734.0
4769,12,22,7,2018,31.0,27.69230769230769,13.0,0.4,14.0,98.0,2.0,50.0,793.75,0.02500001644700021,260628.0,276.1639999389648,60.00181999206543,685.25
4770,13,22,7,2018,32.0,24.76923076923077,11.0,0.3,16.0,102.0,2.0,50.0,793.75,0.02500001644700021,260628.0,276.1639999389648,60.00181999206543,685.25
4771,14,22,7,2018,34.0,21.846153846153847,9.0,0.3,14.0,108.0,2.0,50.0,793.75,0.02500001644700021,260628.0,276.1639999389648,60.00181999206543,685.25
4772,15,22,7,2018,32.0,18.923076923076927,11.0,0.3,19.0,102.0,2.0,50.0,793.125,0.02500001838000119,260660.0,276.15350006103506,60.00148799133301,685.0
4773,16,22,7,2018,32.0,16.0,8.0,0.3,23.0,101.0,2.0,50.0,793.125,0.02500001838000119,260660.0,276.15350006103506,60.00148799133301,685.0
4774,17,22,7,2018,33.0,12.0,11.0,0.3,22.0,104.0,2.0,50.0,793.125,0.02500001838000119,260660.0,276.15350006103506,60.00148799133301,685.0
4775,18,22,7,2018,30.0,30.0,17.0,0.4,28.0,90.0,2.0,50.00003125190735,791.75,0.02500001865899936,260672.0,276.14269989013667,60.00300399780274,685.0
4776,19,22,7,2018,38.0,38.0,20.0,0.5,28.0,86.0,2.0,50.00003125190735,791.75,0.02500001865899936,260672.0,276.14269989013667,60.00300399780274,685.0
